context	label
John promised Bill to leave tomorrow morning.	1
John deprived his sons of game cards.	1
Mary received an award from the department.	1
John told the rumor to his friend.	1
John put his books in the attic.	1
The government kept all the money.	1
John hit the ball with a bat.	1
John wiped the window with a towel.	1
The cat chased pat the mouse.	1
The mouse was chased by the cat.	1
There still remains an issue to be solved.	1
There lived a man with his grandson.	1
There arrived a tall, red haired and incredibly well dressed man.	1
There sang a man with a pipe.	0
There dances a man with an umbrella.	0
John resembles his mother.	1
A is similar to B.	1
John runs into the house.	1
Mary looked at the sky.	1
The school awarded a few of the girls in Miss Kim's class scholarships.	1
She was the nicest teacher in the Senior School.	1
They elected him America's 31st President.	1
The next morning we set out for Seoul.	1
Doing syntax is not easy.	1
He saw the man with the stick.	1
They parted the best of friends.	1
In the summer we always go to France.	1
Last year I saw this film several times.	1
He baked Tom the bread last night.	1
That they have completed the course is amazing.	1
The teacher made students happy.	1
We reminded him of the agreement.	1
In the garden stands a statue.	1
In the garden stand a statue.	0
Among the guests was sitting my friend Louise.	1
Among the guests were sitting my friend Louise.	0
This proved my hypothesis.	1
The students all enjoyed that summer.	1
The students all worked that summer.	1
The scientist made her a robot.	1
The students called me a teacher.	1
A big green insect flew into the soup.	1
John's mother sent a letter to Mary.	1
We placed the cheese in the refrigerator.	1
Frank threw himself into the sofa.	1
The ice melted.	1
The vacuum cleaner frightens the child.	1
Scientists found that the birds sang well in the evenings, but performed badly in the mornings.	1
John put his gold.	0
John put his gold safe.	0
John put his gold to be under the bathtub.	0
John put his gold under the bathtub.	1
This is the box in which John put his gold.	1
This is the gold that John put under the bathtub.	1
The king kept put his gold under the bathtub.	0
The king kept putting his gold under the bathtub.	1
The defendant denied the accusation.	1
The defendant denied.	0
The teacher handed the student a book.	1
The teacher handed the student.	0
They want to leave the meeting.	1
They eager to leave the meeting.	0
The senators know that the president is telling a lie.	1
The senators certain that the president is telling a lie.	0
be eager to leave the meeting.	1
The senators to be certain that the president is telling a lie.	0
The senators be certain that the president is telling a lie.	0
Tom offered advice to his students in his office.	1
Tom offered advice to his students with love.	1
John kept him behind the garage.	1
John stayed Kim behind the garage.	0
John placed him busy.	0
John kept him busy.	1
John stayed him busy.	0
John placed behind the counter.	0
John kept behind the counter.	0
John stayed behind the counter.	1
John deposited some money in the bank.	1
John deposited some money in the bank on Friday.	1
The UN blamed global warming on humans on natural causes.	0
Kim and Sandy met in Seoul in the lobby of the Lotte Hotel in March.	1
John deposited some money in the checking account and Mary did the same thing.	1
John deposited some money in the checking account on Friday and Mary did the same thing.	1
John deposited some money in the checking account on Friday and Mary did the same thing on Monday.	1
John deposited some money in the checking account and Mary did the same thing in the savings account.	0
John gave a present to the student and Mary did the same thing to the teacher.	0
John locked Fido in the garage and Mary did so in the room.	0
John ate a carrot and Mary did so a radish.	0
Kim jogs on the hill.	1
Kim jogs under the hill.	1
Kim jogs over the hill.	1
Kim depends.	1
Kim relies on Sandy.	1
Kim depends on Sandy.	1
Kim depends at Sandy.	0
John met a student in the park.	1
John met in the park a student.	0
The problem disappeared the accusation.	0
The problem disappeared.	1
The boy gave the book.	0
The boy gave the baby the book.	1
The bird devours the worm.	1
The birds devour the worm.	1
Every photo of Max and sketch by his students appeared in the magazine.	1
No photo of Max and sketch by his students appeared in the magazine.	1
Sketch by his students appeared in the magazine.	0
The present king of country music is more popular than the last one.	1
The king of Rock and Roll is more popular than the one of country music.	0
Which student were you talking about?	1
John put in the box.	0
In the box put John the book.	0
The election results surprised everybody.	1
That he won the election surprised everybody.	1
John disappeared.	1
John disappeared Bill.	0
John coughed.	1
John coughed the money.	0
The president looked weary.	1
The teacher became tired of the students.	1
The lasagna tasted delicious.	1
John remained somewhat calm.	1
The jury seemed ready to leave.	1
John became a success.	1
John seemed a fool.	1
John remained a student.	1
John saw Fred.	1
Alice typed the letter.	1
Clinton supported the health care bill.	1
Raccoons destroyed the garden.	1
The school board leader asked the students a question.	1
John taught new students English Syntax.	1
The school board leader asked a question of the students.	1
The sexual revolution makes some people uncomfortable.	1
Ad agencies call young people Generation X-ers.	1
Historians believe FDR to be our most effective president.	1
John carried to the door.	0
Tom locked Fido in the garage.	1
Tom bathed Fido in the garage.	1
Tom placed it under the table.	1
Tom played it under the table.	1
I wonder if you will come back tomorrow.	1
You would have a reply if you come back tomorrow.	1
Tom hid the manuscript in the cupboard.	1
Fred hired Sharon to change the oil.	1
They pushed the prisoners into the truck.	1
Frank hopes to persuade Harry to make the cook wash the dishes.	1
George mailed the attorney his photograph of the accident.	1
Tom keeps asking Karen's sister to buy the car.	1
Jane left the book on the table.	1
We have not confirmed whether the flight had been booked.	1
We saw him beaten by the champion.	1
They confined his remarks to the matter under discussion.	1
Oliver ascribed his longevity there.	0
Oliver mentioned Charles the problem.	0
Oliver fined ten pounds to the prisoner.	0
Oliver drove me a lunatic.	0
Oliver addressed the king the letter.	0
The students of English from Seoul faced many issues in the process of interpreting, transcribing, and editing the poems.	1
The love of my life and father of my children would never do such a thing.	1
The museum displayed no painting by Miro or drawing by Klee.	1
By law, every dog and cat in the area has to be neutered.	1
Learning to use a language freely and fully is a lengthy and arduous process.	1
Kim put the book in the box.	1
Kim put the book.	0
Is putting the book in the box.	0
Talked with Bill about the exam.	0
They wrote to her.	1
They are kind to her.	1
They want to write to her.	1
They want to wrote to her.	0
They want to be kind to her.	1
They want to are kind to her.	0
The student knows the answers.	1
The student knew the answers.	1
The students know the answers.	1
The student knowing the answers.	0
The student known the answers.	0
He is writing another long book about beavers.	1
Broadly speaking, the project was successful.	1
He is proud of his son's passing the bar exam.	1
The chicken has eaten.	1
The chicken was eaten.	1
Seen from this perspective, there is no easy solution.	1
The monkeys kept forgetting their lines.	1
The monkeys kept forgot their lines.	0
The monkeys kept forgotten their lines.	0
We caught them ate the bananas.	0
We caught them eat the bananas.	0
We caught them eaten the bananas.	0
John made Mary cook Korean food.	1
John made Mary to cook Korean food.	0
John made Mary cooking Korean food.	0
The monkey seems despondent that it is in a cage.	1
The monkey seems despondent.	1
He seems intelligent to study medicine.	1
He seems intelligent to study medicine.	0
Monkeys are eager to leave.	1
Monkeys are eager leaving the compound.	0
The chickens seem fond with the farmer.	0
The foxes seem compatible with the chickens.	1
The foxes seem compatible for the chickens.	0
These are similar to the bottles.	1
These are similar with the bottles.	0
The teacher is proud of his students.	1
The teacher is proud with his students.	0
The contract is subject to approval by my committee.	1
The contract is subject for approval by my committee.	0
There exists only one truly amphibian mammal.	1
There arose a great storm.	1
There exist few solutions which are cost-effective.	1
There is a riot in the park.	1
There remained just a few problems to be solved.	1
There runs a man in the park.	0
There sings a man loudly.	0
They believe that Charles Darwin's theory of evolution is just a scientific theory.	1
They believe Charles Darwin's theory of evolution is just a scientific theory.	1
John demanded that she stop phoning him.	1
Joe warned the class that the exam would be difficult.	1
We told Tom that he should consult an accountant.	1
Mary convinced me that the argument was sound.	1
Tom intends for Sam to review that book.	1
John would prefer for the children to finish the oatmeal.	1
For John to either make up such a story or repeat it is outrageous.	1
For John either to make up such a story or to repeat it is outrageous.	1
For John to tell Bill such a lie and Bill to believe it is outrageous.	1
John intends to review the book.	1
John would prefer to finish the oatmeal.	1
Tom tried to ask a question.	1
Tom tried for Bill to ask a question.	0
Tom tends to avoid confrontations.	1
Tom tends for Mary to avoid confrontations.	0
Joe hoped to find a solution.	1
Joe hoped for Beth to find a solution.	0
John believed it.	1
John believed that he is honest.	1
John mentioned the issue to me.	1
John mentioned to me that the question is an issue.	1
She pinched his arm as hard as she could.	1
She pinched that he feels pain.	0
We hope that such a vaccine could be available in ten years.	1
We hope the availability of such a vaccine in ten years.	0
Cohen proved the independence of the continuum hypothesis.	1
Cohen proved that the continuum hypothesis was independent.	1
John bothers me.	1
That John coughed bothers me.	1
John loves Bill.	1
That John coughs loves Bill.	0
That John sold the ostrich surprised Bill.	1
For John to train his horse would be desirable.	1
To train his horse would be desirable.	1
That the king or queen be present is a requirement on all Royal weddings.	1
Which otter you should adopt first is unclear.	1
That Tom missed the lecture was enjoyable.	0
For John to remove the mother is undeniable.	0
How much money Gordon spent is true.	0
Tom is confident that the elephants respect him.	1
Tom is insistent that the defendants be truthful.	1
Tom seems eager for her brother to catch a cold.	1
Tom seems eager to catch a cold.	1
I am ashamed that I neglected you.	1
I am delighted that Mary finished his thesis.	1
We were thankful that no one had been hurt.	1
We were glad it was over.	1
Bill alleged that Fred signed the check.	1
We believe that the directors were present.	1
We convinced him that the operation is safe.	1
Alan is thinking about that his students are eager to learn English.	0
Fred is counting on for Tom to make an announcement.	0
The outcome depends on how many candidates participate in the election.	1
Fred is thinking about whether he should stay in Seoul.	1
The offer made Smith admire the administrators.	1
John tried to make Sam let George ask Bill to keep delivering the mail.	1
John enjoyed drawing trees for his syntax homework.	1
The picture on the wall reminded him of his country.	1
Free enterprise is compatible with American values and traditions.	1
We need to be in frequent contact with the clients.	1
Acknowledge that everyone has limits.	1
We are aware of the existing problems.	1
Why don't you leaving me concentrate on my work?	0
The general commended that all troops was in dress uniform.	0
My morning routine features swim free styles slowly for one hour.	0
You should avoid to travel in the rush hour.	0
You should attempt answering every question.	0
The authorities blamed Greenpeace with the bombing.	0
The authorities charged the students of the cheating.	0
Sharon has been eager finishing the book.	0
We respect Mary's desire for becoming famous.	0
John referred from the building.	0
John died to heart disease.	0
We were glad what to do.	0
She was busy to make lunch.	0
The constant rain forced the abandonment of the next day's competitions.	1
Aloe may have an analgesic effect on inflammation and minor skin irritations.	1
The public never had faith in his ability to handle the job.	1
He repeated his claim that the people backed his action.	1
We made them take the money.	1
We made them are rude.	0
Do not use these words in the beginning of a sentence.	1
We know the defendants seem eager to testify against the criminal.	1
Jane isn't sure whether the students keep the books.	1
Book is available in most countries.	0
Student studies English for 4 hours a day.	0
Students study English for 4 hours a day.	1
His friend learned dancing.	1
My bother's friend learned dancing.	1
The president's bodyguard learned surveillance.	1
The King of Rock and Roll's records led to dancing.	1
President Lincoln delivered his Gettysburg Address in 1863.	1
President Lincoln delivered her Gettysburg Address in 1863.	0
After reading the pamphlet, Judy threw them into the garbage can.	0
After the party, I asked myself why I had faxed invitations to everyone in my office building.	1
Edward usually remembered to send a copy of his e-mail to himself.	1
No John Smiths attended the meeting.	1
This John Smith lives in Seoul.	1
There are three Davids in my class.	1
It's nothing like the America I remember.	1
My brother is an Einstein at maths.	1
In the book, he talks about his ups and downs at school.	1
If John wants to succeed in corporate life, he has to know the rules of the game.	1
The critique of Plato's Republic was written from a contemporary point of view.	1
The characters in Shakespeare's Twelfth Night live in a world that has been turned upside-down.	1
The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.	0
Students studying English read Conrad's Heart of Darkness while at university.	1
You is the only person that I can rely on.	1
You are the only person that I can rely on.	0
He is the only person that I can rely on.	1
He are the only person that I can rely on.	0
The boy swims.	1
The boys swim.	0
King prawns cooked in chili salt and pepper was very much better, a simple dish deliciously executed.	1
Four pounds was quite a bit of money in 1950 and it was not easy to come by.	1
Five pounds is a lot of money.	1
Five pounds are a lot of money.	0
Two drops sanitize anything in your house.	1
Two drops sanitize anything in your house.	0
Fifteen dollars in a week is much.	1
Fifteen dollars in a week are not much.	0
Fifteen years represents a long period of his life.	1
Fifteen years represent a long period of his life.	0
Two miles is as far as they can walk.	1
Two miles are as far as they can walk.	0
This Government have been more transparent in the way they have dealt with public finances than any previous government.	1
This Government has been more transparent in the way they have dealt with public finances than any previous government.	1
In preparation for the return fixture this team has trained more efficiently than they had in recent months.	1
She doesn't believe much of that story.	1
We listened to as little of his speech as possible.	1
How much of the fresco did the flood damage?	1
She doesn't believe much story.	0
We listened to as little speech as possible.	0
How much fresco did the flood damage?	0
I read some book.	0
One of the people was dying of thirst.	1
Many of the people were dying of thirst.	1
One people was dying of thirst.	0
Many people were dying of thirst.	1
Each of the suggestions is acceptable.	1
Neither of the cars has air conditioning.	1
None of these men wants to be president.	1
Most of the children are here.	1
Some of the soup needs more salt.	1
Some of the diners need menus.	1
All of the land belongs to the government.	1
All of these cars belong to me.	1
John is in the room.	1
I am fond of him.	1
Most of John's boat has been repainted.	1
Some of the record contains evidence of wrongdoing.	1
Much of that theory is unfounded.	1
One of the story has appeared in your newspaper.	0
He is afraid of foxes.	1
It is a wooden desk.	1
It is the main street.	1
It is an alive fish.	0
They are afraid people.	0
This objection is main.	0
This fact is key.	0
The man eager to start the meeting is John's sister.	1
The man holding the bottle disappeared.	1
The papers removed from the safe have not been found.	1
The money that you gave me disappeared last night.	1
John in the doorway waved to his father.	0
He in the doorway waved to his father.	0
and index values of the subject and the main verb.	1
Neither of these men is worthy to lead Italy.	1
None of his customary excuses suffices Edgar now.	1
One of the problems was the robins.	1
All of the plant virus web sites have been conveniently collected in one central location.	1
Some of the water from melted snow also goes into the ground for plants.	1
Most of the milk your baby consumes during breastfeeding is produced during nursing.	1
All special rights of voting in the election were abolished.	1
One of major factors affecting the value of diamonds was their weight.	1
Each of these stones has to be cut and polished.	1
Most of her free time was spent attending concerts and plays or visiting museums and art galleries.	1
The committee was unanimous in their decision.	1
The committee have all now resigned.	1
The committee has all now resigned.	0
The crew have both agreed to change sponsor.	1
The crew has both agreed to change sponsor.	0
Her family is all avid skiers.	1
Her family are all avid skiers.	0
A variety of styles have been in vogue for the last year.	0
Both of the workers will wear carnations.	1
Both the workers will wear carnations.	1
Both will wear carnations.	1
Few doctors approve of our remedy.	1
Few approve of our remedy.	1
An example of these substances be tobacco.	1
The effectiveness of teaching and learning depend on several factors.	1
One of the most serious problems that some students have be lack of motivation.	1
Ten years be a long time to spend in prison.	1
Everyone of us be given a prize.	1
Some of the fruit be going bad.	1
All of his wealth come from real estate investments.	1
Do some of your relatives live nearby?	1
Fifty pounds seem like a lot of weight to lose in one year.	1
News of Persephone and Demeter reach the great gods and goddesses of Olympus.	1
Half of the year be dark and wintry.	1
Some of the promoters of ostrich meat compare its taste to beef tenderloin.	1
The committee hasn't yet made up its mind.	1
The committee hasn't yet made up their mind.	0
The committee haven't yet made up their mind.	1
The committee haven't yet made up its mind.	0
That dog is so ferocious, it even tried to bite himself.	0
I washed me.	0
I washed myself.	1
You washed myself.	0
I washed you.	1
He kicked you.	1
I washed yourself.	0
You washed yourself.	1
Harry says that Sally dislikes him.	1
Harry says that Sally dislikes himself.	0
Sally wishes that everyone would praise herself.	0
Sally believes that she is brilliant.	1
Sally believes that herself is brilliant.	0
The power of your mind and the power of your body have a tight connection.	1
John tries to fix the computer.	1
John seems to fix the computer.	1
Mary persuaded John to fix the computer.	1
Mary expected John to fix the computer.	1
John to fix the computer.	0
Seems John to fix the computer.	0
John tries to be honest.	1
John seems to be honest.	1
John makes efforts for himself to be honest.	1
It seems that John is honest.	1
It tends to be warm in September.	1
It seems to bother Kim that they resigned.	1
It tries to be warm in September.	0
It hopes to bother Kim that they resigned.	0
It is easy to please Kim.	1
John is eager to please Kim.	1
There tries to be warm in September.	0
There hopes to bother Kim that they resigned.	0
It is eager to please Kim.	0
Stephen seemed to be intelligent.	1
It seems to be easy to fool Ben.	1
There is likely to be a letter in the mailbox.	1
Tabs are likely to be kept on participants.	1
John seems to be easy to fool Ben.	0
John is likely to be kept on participants.	0
Sandy tried to eat oysters.	1
There tried to be riots in Seoul.	0
It tried to bother me that Chris lied.	0
Tabs try to be kept on Bob by the FBI.	0
That he is clever is eager to be obvious.	0
The king thanked the man.	1
The color red seems to be his favorite color.	1
The cat seems to be out of the bag.	1
The dentist is likely to examine Pat.	1
Pat is likely to be examined by the dentist.	1
The dentist is eager to examine Pat.	1
Pat is eager to be examined by the dentist.	1
Stephen believed Ben to be careful.	1
Stephen persuaded Ben to be careful.	1
Stephen believed it to be easy to please Kim.	1
Stephen persuaded it to be easy to please Kim.	0
Stephen believed there to be a fountain in the park.	1
Stephen persuaded there to be a fountain in the park.	0
Stephen believed the cat to be out of the bag.	1
Stephen persuaded the cat to be out of the bag.	0
The dentist was believed to have examined Pat.	1
Pat was believed to have been examined by the dentist.	1
The dentist was persuaded to examine Pat.	1
Stephen seems to be irritating.	1
Tom believes Stephen to be irritating.	1
John persuaded Stephen to be more careful.	1
It seemed to be intelligent.	0
It seemed to rain.	1
There seemed to be a fountain in the park.	1
Stephen tried to be intelligent.	1
It tried to be intelligent.	0
There tried to be intelligent.	0
It tried to rain.	0
There tried to be a fountain in the park.	0
Someone tried to leave the town.	1
There seems to be a fountain in the park.	1
It seems to be a fountain in the park.	0
John seems to be a fountain in the park.	0
We believed there to be a fountain in the park.	1
We believed it to be a fountain in the park.	0
There tries to leave the country.	0
We believed it to try to leave the country.	0
We believed there to try to leave the country.	0
We believed John to try to leave the country.	1
The cat tries to be out of the bag.	1
They persuaded me to leave.	1
They promised me to leave.	1
They persuaded it to rain.	0
They promised it to rain.	0
Under the bed is a fun place to hide.	1
Under the bed wants to be a fun place to hide.	0
Kim may have admitted to let Mary mow the lawn.	1
Gregory appears to have wanted to be loyal to the company.	1
Jones would prefer for it to be clear to Barry that the city plans to sue him.	1
John continues to avoid the conflict.	1
The captain ordered the troops to proceed.	1
He coaxed his brother to give him the candy.	1
John wants it to be clear to Ben that the city plans to honor him.	1
John seems to rain.	0
John is likely to appear that he will win the game.	0
Beth tried for Bill to ask a question.	0
He believed there to be likely that he won the game.	0
It is likely to seem to be arrogant.	0
Sandy appears that Kim is happy.	0
Dana would be unlikely for Pat to be called upon.	0
Robin is nothing in the box.	0
It said that Kim was happy.	0
There preferred for Sandy to get the job.	0
There is only one chemical substance involved in nerve transmission.	1
There are only one chemical substance involved in nerve transmission.	0
There is more chemical substances involved in nerve transmission.	0
There are more chemical substances involved in nerve transmission.	1
There is believed to be a sheep in the park.	1
There is believed to be a sheep in the park.	0
There are believed to be sheep in the park.	1
There seems to be no student absent.	1
There are likely to be no student absent.	0
There is likely to be no student absent.	1
Pat expected Leslie to be aggressive.	1
Pat persuaded Leslie to be aggressive.	1
Pat promised Leslie to be aggressive.	1
Kevin urged Anne to be loyal to her.	1
We expect the dentist to examine us.	1
We expect the dentist to examine ourselves.	0
We expect them to examine themselves.	1
We persuaded the dentist to examine us.	1
We persuaded the dentist to examine ourselves.	0
We persuaded them to examine themselves.	1
We persuaded them to examine them.	0
John may drink water, and Bill drink beer.	1
Tom will not leave.	1
Tom kicked not a ball.	0
Will Tom leave the party now?	1
Left Tom the party already?	0
John couldn't leave the party.	1
John leftn't the party early.	0
If anybody is spoiling the children, John is.	1
If anybody keeps spoiling the children, John keeps.	0
You should leave, shouldn't you?	1
You didn't leave, left you?	0
She would never believe that story.	1
She believed never his story.	0
The boys will all be there.	1
Our team played all well.	0
The children will have been being entertained.	1
The house is been remodelling.	0
Margaret has had already left.	0
He has will seeing his children.	0
He has been must being interrogated by the police at that very moment.	0
Mary solved the problem.	1
Mary would solve the problem.	1
Mary was solving the problem.	1
Mary would easily solve the problem.	1
Mary not avoided Bill.	0
Mary did not avoid Bill.	1
Fred must have been singing songs and probably was drinking beer.	1
Fred must both have been singing songs and have been drinking beer.	1
Fred must have both been singing songs and been drinking beer.	1
Fred must have been both singing songs and drinking beer.	1
There might be a unicorn in the garden.	1
It will rain tomorrow.	1
John will leave the party earlier.	1
There hopes to finish the project.	0
The bus hopes to be here at five.	0
I hope to can study in France.	0
I hope to study in France.	1
John stopped can to sign in tune.	0
John stopped canning to sign in tune.	0
John wills leave the party early.	0
John can kicked the ball.	0
John can kicking the ball.	0
John can to kick the ball.	0
John will kick the ball.	1
John will kicked the ball.	0
John will to kick the ball.	0
Kim must bakes a cake.	0
Kim must baked a cake.	0
Kim must will bake a cake.	0
There may exist a man in the park.	1
It may exist a man in the park.	0
It is vital that we will study everyday.	0
He is a fool.	1
He has a car.	1
John is running to the car.	1
Was the child in the school?	1
Was the child running to the car?	1
Was the child found?	1
The child never became crazy.	1
The child was never crazy.	1
The child was never running to the car.	1
The child was never deceived.	1
John is happy about the outcome.	1
John was seeing his children.	1
The children are seen in the yard.	1
John has not sung a song.	1
Has John sung a song?	1
John hasn't been singing a song.	1
John has sung a song and Mary has too.	1
John can have danced.	1
John can be dancing.	1
He has seen his children.	1
He will have been seeing his children.	1
Americans have paying income tax ever since 1913.	0
George has went to America.	0
is out since the following is finite.	1
You are a student.	1
You have not enough money.	1
Have you enough money?	1
John does not like this town.	1
In no other circumstances does that distinction matter.	1
They didn't leave any food.	1
They expected us to do leave him.	0
They expected us to should leave him.	0
I found myself doing need sleep.	0
He does be leaving.	0
He does have been eating.	0
They will do come.	0
John did leave.	1
Did John find the solution?	1
How long did it last?	1
John may leave.	1
It may rain.	1
John may rain.	0
John did not leave.	1
John did not rain.	0
He might have left.	1
He might do leave.	0
He does can leave here.	0
He does may leave here.	0
Jim does have supported the theory.	0
The proposal did be endorsed by Clinton.	0
I do not have sung.	0
I do not be happy.	0
Do be honest!	1
Don't be silly!	1
John believed Kim to do not leave here.	0
John believes Kim not to leave here.	1
John believed Kim to leaving here.	0
John did not leaving here.	0
John expect to must leave.	0
John did not may leave.	0
Tom wanted to go home, but Peter didn't want to.	1
Lee voted for Bill because his father told him to.	1
Kim regrets not having seen the movie.	1
Kim regrets never having seen the movie.	1
We asked him not to try to call us again.	1
We asked him never to try to call us again.	1
Duty made them not miss the weekly meetings.	1
Duty made them never miss the weekly meetings.	1
Not speaking English is a disadvantage.	1
Speaking not English is a disadvantage.	0
Lee likes not Kim.	0
Lee is believed not to like Kim.	1
Lee is believed to not like Kim.	1
Lee is believed to like not Kim.	0
The president could not approve the bill.	1
It would be possible for the president not to approve the bill.	1
It would not be possible for the president to approve the bill.	1
Lee not left.	0
Lee will never leave.	1
Lee will not leave.	1
John could not leave the town.	1
John not left the town.	0
John not could leave the town.	0
Mary sang a song, but Lee never did.	1
Mary sang a song, but Lee did never.	0
Mary sang a song, but Lee did not.	1
The president could not approve the bill, couldn't he?	1
The president could not approve the bill, could he?	0
Are you studying English syntax?	1
What are you studying nowadays?	1
I shall go downtown.	1
Shall I go downtown?	1
May she live forever!	1
Was I that stupid?	1
Don't you even touch that!	1
You better not drink.	1
You can do it, but you better not.	1
Better you not drink.	0
They'd leave soon.	1
They wouldn't leave soon.	1
They shouldn't leave soon.	1
They can do it, can't they?	1
They can't do it, can they?	1
They can't do it, can't they?	0
They can't do it, can he?	0
Kim can dance, and Sandy can, too.	1
Kim has danced, and Sandy has, too.	1
Kim was dancing, and Sandy was, too.	1
Kim considered joining the navy, but I never considered.	0
Kim wanted to go and Sandy wanted, too.	0
Kim is happy and Sandy is too.	1
When Kim was in China, I was too.	1
Have you anything to share with the group?	1
Have you brought anything to share with the group?	1
Sandy must have been, too.	1
Sandy must have, too.	1
Sandy must, too.	1
Because John persuaded Sally to, he didn't have to talk to the reporters.	1
Mary sang a song, but Lee could never.	0
Mary sang a song, but Lee could not.	1
John got sent to prison.	1
He ought to leave his luggage here.	1
He dared not argue against his parents.	1
He used to go there very often.	1
The gardener must trim the rose bushes today.	1
This should be the beginning of a beautiful friendship.	1
I am removing the shovel from the shed.	1
The travelers have returned from their vacation.	1
Springfield would have built a police station with the federal grant.	1
Sharks could have been cruising near the beach.	1
She seem to have given financial assistance to an important French art dealer.	1
Ann may spending her vacation in Italy.	0
Ann may spends her vacation in Italy.	0
Ann may spent her vacation in Italy.	0
It has rained every day for the last week.	1
It has raining every day for the last week.	0
It has rains every day for the last week.	0
It has rain every day for the last week.	0
Tagalog is spoken in the Philippines.	1
Tagalog is speak in the Philippines.	0
Tagalog is speaks in the Philippines.	0
Tagalog is spoke in the Philippines.	0
The roof is leaking.	1
The roof is leaked.	0
The roof is leaks.	0
George is having lived in Toledo for thirty years.	0
The house is been remodeling.	0
A medal was been given to the mayor by the sewer commissioner.	0
Does John have gone to the library?	0
John seems fond of ice cream, and Bill seems, too.	0
Sam may have been being interrogated by the FBI.	1
Sam may have been being interrogating by the FBI.	0
Sam may be had been interrogating by the FBI.	0
Have social problems made police work difficult?	1
The senator should not have forgotten the concerns of her constituents.	1
Tokyo has not loosened trade restrictions.	1
Did the doctor prescribe aspirin?	1
Sandy will read your reports, but Harold will not.	1
He can hardly believe that it's already over.	1
I could have little known that more trouble was just around the corner.	1
I have never been spoken to so rudely!	1
Hardly was there any rain falling.	1
Little did I know that more trouble was just around the corner.	1
Never have I been spoken to so rudely!	1
He had hardly collected the papers on his desk, had he?	1
He had hardly collected the papers on his desk, hadn't he?	0
He never achieved anything, did he?	1
He never achieved anything, didn't he?	0
As a statesman, he scarcely could do anything worth mentioning.	1
As a statesman, scarcely he could do anything worth mentioning.	0
Any zebras can't fly.	0
Anything hasn't happened to his optimism.	0
Any of the citizens hardly ever say anything.	0
I didn't find any bugs in my bed.	1
Nobody told them anything.	1
Never have I stolen from any members of your family.	1
Why haven't any books been returned?	1
Hardly any of the citizens ever say anything.	1
These lines were written by one of Korea's most famous poets.	1
The unidentified victim was apparently struck during the early morning hours.	1
Targets can be observed at any angle.	1
During the early evening, Saturn can be found in the north, while Jupiter rises in the east.	1
I poured 20 liters of acid into the beaker.	1
About 20 liters of acid was poured into the beaker.	1
The executive committee approved the new policy.	1
The new policy was approved by the executive committee.	1
John has taken Bill to the library.	1
John has chosen Bill for the position.	1
John has taken to the library.	0
John has chosen for the position.	0
The guide has been taken John to the library.	0
The department has been chosen John for the position.	0
John has been taken to the library.	1
John has been chosen for the position.	1
Pat handed a book to Chris.	1
Pat handed to Chris.	0
Pat handed a book.	0
A book was handed to Chris by Pat.	1
A book was handed by Pat.	0
A book was handed to Chris.	1
A book was handed.	0
They believe it to be easy to annoy Ben.	1
They believe Stephen to be easy to annoy Ben.	0
They believe there to be a dragon in the wood.	1
It is believed to be easy to annoy Ben.	1
Stephen is believed to be easy to annoy Ben.	0
There is believed to be a dragon in the wood.	1
No one believes that he is a fool.	1
No one suspects that he is a fool.	1
That he is a fool is suspected by no one.	1
They believe the cat to be out of the bag.	1
The cat is believed to be out of the bag.	1
John drove the car.	1
John was driving the car.	1
The car was being driven.	1
John will drive the car.	1
The car will be driven.	1
John has driven the car.	1
The car has been driven.	1
John has been driving the car.	1
The car has been being driven.	1
The car will have been being driven.	1
Pat handed Chris a note.	1
Chris was handed a note.	1
Chris was handed a note by Pat.	1
Ideas are put into children's heads by TV.	1
Yesterday, the child really kicked a monkey in the street.	1
The model resembles Kim in nearly every detail.	1
Kim is resembled by the model in nearly every detail.	0
You are not fitted by the coat.	0
I was born in 1970.	1
It is rumored that he is on his way out.	1
John is said to be rich.	1
He is reputed to be a good scholar.	1
My mother bore me in 1970.	0
Everyone rumored that he was on his way out.	0
They said him to be rich.	0
They reputed him to be a good scholar.	0
He kicked the ball.	1
The ball was kicked by him.	1
John kicked him.	1
He was kicked by John.	1
John sent her to Seoul.	1
She was sent to Seoul.	1
They widely believed that John was ill.	1
That John was ill was widely believed.	1
They haven't decided which attorney will give the closing argument.	1
Which attorney will give the closing argument hasn't been decided.	1
Which attorney will give the closing argument hasn't been decided by them.	1
You can rely on Ben.	1
Ben can be relied on.	1
They talked about the scandal for days.	1
The scandal was talked about for days.	1
The issue was dealt with promptly.	1
That's not what's asked for.	1
This should be attended to immediately.	1
The capital was gathered near by a crowd of people.	0
The hot sun was played under by the children.	0
That's something I would have paid twice for.	1
These are the books that we have gone most thoroughly over.	1
They look generally on John as selfish.	1
Everything was paid twice for.	0
Your books were gone most thoroughly over.	0
He is looked generally on as selfish.	0
Pavarotti relied on Loren and Bond on Hepburn.	1
Pavarotti relied on Loren and Bond Hepburn.	0
Loren was relied on by Pavarotti and Hepburn by Bond.	1
Loren was relied on by Pavarotti and Hepburn on by Bond.	0
The lawyer looked into the document.	1
The document was looked into by the lawyer.	1
Peter has been asked to resign.	1
I assume the matter to have been filed in the appropriate records.	1
Smith wants the picture to be removed from the office.	1
The events have been described well.	1
Over 120 different contaminants have been dumped into the river.	1
